Title,Videourl,Category,Description
China’s Superintense Laser Could Create Matter From Energy,/watch?v=8aux0Vs5w0o,Science&Technology,"The Shanghai Superintense Ultrafast Laser is capable of producing 500 times the power of all the world’s electrical grids combined. Here’s what you need to know.

Lasers Are Great, But Diamond Superlasers Are Better, Here's Why - https://youtu.be/qiAtCLHFep8

Get 20% off http://www.domain.com domain names and web hosting when you use coupon code SEEKER at checkout!

Read More:

Physicists are planning to build lasers so powerful they could rip apart empty space
http://www.sciencemag.org/news/2018/01/physicists-are-planning-build-lasers-so-powerful-they-could-rip-apart-empty-space
“Although the pulses are extraordinarily powerful, they are also infinitesimally brief, lasting less than a trillionth of a second. The researchers are now upgrading their laser and hope to beat their own record by the end of this year with a 10-PW shot, which would pack more than 1000 times the power of all the world's electrical grids combined.”

Laser That’s a Billion Times Brighter Than the Sun Reveals New Behavior in Light
https://www.seeker.com/tech/laser-thats-a-billion-times-brighter-than-the-sun-reveals-new-behavior-in-light
“Researchers at the University of Nebraska-Lincoln have generated the brightest light ever produced on Earth, and it may change the way we look at the universe – quite literally.”

GE Is Developing the World's Largest Laser-Powered 3D Metal Printer
https://www.seeker.com/tech/materials/ge-is-developing-the-worlds-largest-laser-powered-3d-metal-printer
“The world of 3D printing is about to be shaken by a new titan. Reports from this week's Paris Air Show buzzed about the imminent arrival of the world's largest laser-powered 3D printer that prints in metal.”

____________________

Seeker inspires us to see the world through the lens of science and evokes a sense of curiosity, optimism and adventure.

Visit the Seeker website
https://www.seeker.com/videos

Subscribe now! http://www.youtube.com/subscription_center?add_user=dnewschannel

Seeker on Twitter http://twitter.com/seeker

Trace Dominguez on Twitter https://twitter.com/tracedominguez

Seeker on Facebook https://www.facebook.com/SeekerMedia/

Seeker http://www.seeker.com/

Special thanks to Julian Huguet for hosting and writing this episode of Seeker!
Check Julian out on Twitter: https://twitter.com/jhug00"
"Jaipur to Jodhpur, The Monkey Temple | Travel Vlog",/watch?v=FsOL6eU4rPE,travel blog,"Come with us and travel India, backpacking and exploring the sights. In this video we spend a day in Jaipur city visiting the maharajas gardens and monkey temple. Then we head to Jodhpur city to our next great hotel!

In this vlog, the reality of working conditions and pay really hit me and I see why 'made in India' is becoming increasingly affordable for business'. We also visit the most fantastic monkey temple which felt like we had stepped into The Jungle Book! We have some roof top dinner. The next day we head to the Prince Albert Museum in Jaipur. After 6 hours in the car we make it to Jodhpur, I'm feeling a little low. #jaipurindia #indiatravelvlog #jodhpur #travelvlog #indiatravelguide

Get In Touch! Instagram:
Grace: @gracemariebarry
Joe: @joeyamoore
Rachel: @rachanndavies
Marcus: @m.watling

Twitter: @gracemariebarry
My Blog: www.gracemariebarry.com
------------------------------------------------------------------------------------------
Grace xo"
Who Is NASA’s ‘Forgotten Astronaut’?,/watch?v=5H5RQJ94tWU,Science&Technology,"Neil Armstrong & Buzz Aldrin weren’t the only astronauts on Apollo 11’s mission to the moon. Who piloted NASA’s first trip to the moon?

FOR MORE VIDEOS LIKE THIS, SUBSCRIBE TO SEEKER STORIES:
http://YouTube.com/SeekerStories

What Happened To The Flags On The Moon? - http://bit.ly/2bVIsPm
Sign Up For The Seeker Newsletter Here - http://bit.ly/1UO1PxI

Read More:

Michael Collins Biography
http://www.biography.com/people/michael-collins-9253724#astronaut
“Michael Collins was born in Rome, Italy on October 31, 1930. Inspired by John Glenn, he was chosen by NASA to be part of the third group of astronauts. His first spaceflight was the Gemini 10 mission, where he performed a spacewalk. His second was Apollo 11—the first lunar landing in history.”

Apollo 11 Mission Overview
https://www.nasa.gov/mission_pages/apollo/missions/apollo11.html
“The primary objective of Apollo 11 was to complete a national goal set by President John F. Kennedy on May 25, 1961: perform a crewed lunar landing and return to Earth.”

____________________

DNews is dedicated to satisfying your curiosity and to bringing you mind-bending stories & perspectives you won't find anywhere else! New videos daily.

Watch More DNews on Seeker http://www.seeker.com/show/dnews/

Subscribe now! http://www.youtube.com/subscription_center?add_user=dnewschannel

DNews on Twitter http://twitter.com/dnews

Trace Dominguez on Twitter https://twitter.com/tracedominguez

DNews on Facebook https://facebook.com/DiscoveryNews

DNews on Google+ http://gplus.to/dnews

Discovery News http://discoverynews.com

Sign Up For The Seeker Newsletter Here: http://bit.ly/1UO1PxI"
ABB Power Transformers - A guide to manufacturing,/watch?v=A951LRFRL_M,manufacturing,"ABB is a major transformer manufacturer throughout the world. ABB power transformers are built and designed to meet the individual customer's needs. This experienced attendance to details lies behind the success of ABB's transformers. This approach is carried throughout the manufacturing process: design, core, winding, drying, tank, quality assurance, assembly, testing, transport and installation and support."
Creating a Destination for the Arts: Liberty University's Concert Hall and School of Music,/watch?v=gpqSMpXcVdo,Art&Music,"With the ability to support both acoustic and amplified performances within one dynamic setting, Liberty University’s 1,600-seat Concert Hall serves as the centerpiece of the region’s burgeoning arts community."
Future Technology : Future Space Travel Technology Documentary,/watch?v=ZiicmlWofko,Science&Technology,"Future Space Travel Technologies Discovery 2017 documentary documentaries documentaries 2017 documentary national geographic documentary bbc documentary history channel documentary films documenta.

Plasma Energy - Revolutionary Space Travel. This Future Science Documentary shows how we can harness plasma energy to create a new, better way to travel to space. Or do we already have this tech?

For more science and technology videos and documentaries, please subscribe to my channel SciencevesvesTechnology 4U"
History of the United States Documentary,/watch?v=izwPwMc5i-c,History,"Please order ebook/audiobook of this video to support our channel  https://www.smashwords.com/books/view/653235, https://www.amazon.co.uk/US-History-IntroBooks/dp/1542607353/ref=sr_1_4?s=music&ie=UTF8&qid=1538743497&sr=8-4&keywords=History+of+the+United+States+introbooks or https://www.audible.com/pd/US-History-Audiobook/B01GI5FI7U?qid=1538743532&sr=sr_1_2&ref=a_search_c3_lProduct_1_2&pf_rd_p=e81b7c27-6880-467a-b5a7-13cef5d729fe&pf_rd_r=6RXEC904BMG56FREBT3N&

America, the super power of the world, is quiet a fascinating country for many. The cultural and ethnic diversity that it has is worth appreciation. It just doesn’t make sense that how this country carries so much diversity. How so many people did even started to live together when they had such different backgrounds in the first place? If you have all these questions in your mind then this video is just meant for you."
3 Years of Travel in 3 Minutes (Lessons and Adventures),/watch?v=wJF5NXygL4k,travel blog,"Three Years of Travel and Adventure around the World in 3 Minutes.
Includes scenes from India, Thailand, Cambodia, Vietnam, Laos, Ukraine, Hungary, Czech Republic, Austria, Greece, Italy, the Vatican, Canada, US, Mexico, Peru, Argentina, Brazil, Nepal, Indonesia and Croatia.

FOLLOW AND SUBSCRIBE:

- YOUTUBE https://bit.ly/2JmrwmW
- INSTAGRAM https://www.instagram.com/Highonlife
- FACEBOOK https://www.facebook.com/Sundayfundayz

FOLLOW OUR PERSONAL ACCOUNTS:

- Rush http://instagram.com/wanderlust
- Ryker http://instagram.com/rykergamble
- Parker http://instagram.com/parkerheuser

What does it feel like to be present? To be here in the now and fully experiencing this moment. Free from any weight of the past or any anticipation of the future. Just free. Free to realize that only you can control how you feel. About anything. Free to see things for what they are and free to give your time and energy to what really matters.
Accept the fact that everything that makes up your world is there because you attracted it with your own thoughts. Realize that you can control your thoughts and emotions. There’s no big secret. Just choose to think better feeling thoughts. Listen to your emotions and chose to feel good. You can decide to be in a place of attraction and abundance.
What do you want to do in your life? What makes you tick? What makes you feel awe? Don’t be misled into thinking that you’re supposed to do anything. You are supposed to do only what you chose to do.  The world is vast and full of possibilities. Follow your bliss. Get out of your comfort zone. Stop looking for reasons why you can’t and look for reasons why you can.

Blog: http://sundayfundayz.com/
Merch: http://highonlife.co/
Like: https://www.facebook.com/sundayfundayz
Follow: http://twitter.com/sundayfundayz
Insta: http://instagram.com/highonlifeco
Vine: https://vine.co/sundayfundayz
Pics: https://www.flickr.com/photos/sundayfundayz/sets/

Like the music? Subscribe to our music channel High On Life Sound: https://www.youtube.com/HighOnLifeSound"
The Science of Aging,/watch?v=BkcXbx5rSzw,Science&Technology,"TWEET IT - http://clicktotweet.com/JVi57

Why do we age, from a biological perspective?

Written and created by Mitchell Moffit (twitter @mitchellmoffit) and Gregory Brown (twitter @whalewatchmeplz).

TWITTER: http://www.twitter.com/AsapSCIENCE
FACEBOOK: http://www.facebook.com/AsapSCIENCE

Mitchell Moffit
http://www.mitchellmoffit.com
http://www.twitter.com/mitchellmoffit
http://www.facebook.com/mitchellmoffit

Gregory Brown
http://www.gregorybrownart.tumblr.com
http://www.twitter.com/whalewatchmeplz

Further Reading --

Senesence:
http://www.nature.com/nature/journal/v479/n7372/full/nature10600.html

Aging Factors:
http://www.sciencedirect.com/science/article/pii/S0027510711002223

Telomeres:
http://www.nature.com/nm/journal/v12/n10/full/nm1006-1133.html
http://www.ncbi.nlm.nih.gov/pubmed/6286143

Telomeres and Cancer:
http://www.sciencedirect.com/science/article/pii/S0092867400816839

Flatworms:
http://www.pnas.org/content/early/2012/02/22/1118885109.full.pdf+html"
Art Attack - Music,/watch?v=5q3lPncW6nA,Art&Music,"Learn how to make this cute Finding Nemo instrument!

For more fun and games from all of your favourite shows, head over to: 
http://www.disneyjunior.co.uk/

Want more updates and exclusive goodies? Like our Facebook page:
http://www.facebook.com/DisneyJuniorUK"
கோவா பகுதி 2/ Part - 2 / Goa Vlog | #Travel #Beaches #Water Sports,/watch?v=Wo1Du-kHwfE,travel blog,"கோவாவிற்கு செல்லவேண்டும் ஆனால் எப்படி செல்வது, எங்கு தங்குவது என்ன பார்ப்பது, எவ்வளவு செலவு ஆகும் என நினைப்பவர்களுக்கு இந்த வீடியோ.

கோவா சுற்றுலா பகுதி 1- Part-1
https://www.youtube.com/watch?v=bUpOnHxoty4&t=3s


We are here to entertain and if you like us, do share, like and subscribe
-------------------------------------------------------------------------------------------
Follow us on

OUR OFFICIAL FACEBOOK PAGE:
https://www.facebook.com/villagedatabase

OUR OFFICIAL WEB SITE:
http://villagedatabase.blogspot.com

OUR OFFICIAL GOOGLE PLUS PAGE:
https://plus.google.com/u/0/113416472597370740665

Thank you keep supporting
V i l l a g e d a t a b a s e"
How to Make Chinese Hot Oil,/watch?v=ZlIiADdh-QY,Food,"My recipe for Chinese Hot Oil

Ingredients:
Chinese Peppercorn: http://amzn.to/1W8kKFh
1/4 Cup ground chili pepper: http://amzn.to/1KsD6Vj
2 Cup vegetable or peanut oil
Dash of salt

Optional:
1/4 cup peanuts or 1/4 cup sesame
1 tablespoon Chinese peppercorn
1 tablespoon sesame oil

►Subscribe for more food adventures! http://bit.ly/1hsxh41

★↓FOLLOW ME ON SOCIAL MEDIA!↓★
Facebook Show Page: http://on.fb.me/1MlPKvU
Facebook Mike Fan Page: https://www.facebook.com/mikeychenx
Instagram: http://instagr.am/Mikexingchen
Twitter: http://twitter.com/Mikexingchen
Vine: https://vine.co/Mikexingchen
Snapchat: Mikeychenx
Periscope: Mikexingchen

Get tickets to the best show on earth!!!
https://www.shenyunperformingarts.org/"
Ion-Powered Rockets Could Take Us to Distant Planets in a Fraction of the Time,/watch?v=YsEtXSVBkjI,Science&Technology,"Chemical rockets got us to the moon, but we'll need something with a little more oomph to catapult us into deep space. Here are our options so far.

How NASA Engineers Use Origami to Design Future Spacecraft - https://youtu.be/Ly3hMBD4h5E

Read More

NASA - Space Propulsion
https://www.nasa.gov/centers/glenn/technology/propulsion_space.html
""The thruster will revolutionize the next generation of spacecraft, cutting in half some launch costs, enabling future missions to other planets, and more than doubling the weight of commercial payloads (like communications satellites) that can be transported to geostationary orbit.""

Antimatter to ion drives: NASA's plans for deep space propulsion
https://cosmosmagazine.com/technology/antimatter-ion-drives-nasas-plans-deep-space-propulsion
""Ion drives, solar sails, fission and fusion ... some of the ideas for powering the next generation of spacecraft have an aura of sci-fi about them, so it can be a giddy surprise to see NASA takes them seriously too.""

The 123,000 MPH Plasma Engine That Could Finally Take Astronauts To Mars
https://www.popsci.com/technology/article/2010-10/123000-mph-plasma-engine-could-finally-take-astronauts-mars
""His calculations showed that a spaceship using such an engine could reach 123,000 miles per hour—New York to Los Angeles in about a minute.""

____________________

Elements is more than just a science show. It’s your science-loving best friend, tasked with keeping you updated and interested on all the compelling, innovative and groundbreaking science happening all around us. Join our passionate hosts as they help break down and present fascinating science, from quarks to quantum theory and beyond.

Seeker explains every aspect of our world through a lens of science, inspiring a new generation of curious minds who want to know how today’s discoveries in science, math, engineering and technology are impacting our lives, and shaping our future. Our stories parse meaning from the noise in a world of rapidly changing information.

Visit the Seeker website
https://www.seeker.com/videos

Elements on Facebook https://www.facebook.com/SeekerElements/

Subscribe now! http://www.youtube.com/subscription_center?add_user=dnewschannel

Seeker on Twitter http://twitter.com/seeker

Seeker on Facebook https://www.facebook.com/SeekerMedia/

Seeker http://www.seeker.com/

Special thanks to Julian Huguet for hosting and writing this episode of Seeker!
Check Julian out on Twitter: https://twitter.com/jhug00"
